GLOBAL UNIQUE IDENTIFIER	COMMON NAME	SCIENTIFIC NAME	OBSERVATION COUNT	COUNTRY	STATE	LOCALITY	LATITUDE	LONGITUDE	OBSERVATION DATE	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	ALL SPECIES REPORTED
URN:CornellLabOfOrnithology:EBIRD:OBS1000000436	Baltimore Oriole	Icterus galbula	4		New York	New York	40.823	-71.93	2025-07-05	obsr1650662	S524979220	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000437	Baltimore Oriole	Icterus galbula	2		Arkansas	Arkansas	33.411	-86.943	2025-07-23	obsr1826965	S900742774	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000438	Baltimore Oriole	Icterus galbula	3		Arkansas	Arkansas	32.249	-92.371	2025-07-09	obsr1339451	S462780939	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000439	Baltimore Oriole	Icterus galbula	3		Michigan	Michigan	42.708	-81.85	2025-07-10	obsr9248001	S847520637	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000440	Baltimore Oriole	Icterus galbula	2		Nebraska	Nebraska	43.029	-99.053	2025-07-04	obsr3254614	S422638422	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000441	Baltimore Oriole	Icterus galbula	3		Michigan	Michigan	44.31	-86.809	2025-07-15	obsr5520117	S882542411	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000442	Baltimore Oriole	Icterus galbula	1		New York	New York	43.014	-68.528	2025-07-20	obsr4153037	S574289591	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000443	Baltimore Oriole	Icterus galbula	4		Michigan	Michigan	45.178	-84.29	2025-07-27	obsr9127895	S915499713	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000444	Baltimore Oriole	Icterus galbula	3		Arkansas	Arkansas	31.9	-89.013	2025-07-28	obsr1942977	S653266624	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000445	Baltimore Oriole	Icterus galbula	3		Michigan	Michigan	40.833	-91.775	2025-07-03	obsr9502613	S533131502	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000446	Baltimore Oriole	Icterus galbula	1		Saskatchewan	Saskatchewan	47.941	-94.172	2025-07-25	obsr3914829	S306978174	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000447	Baltimore Oriole	Icterus galbula	1		Arkansas	Arkansas	35.553	-93.344	2025-07-27	obsr5185752	S135509761	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000448	Baltimore Oriole	Icterus galbula	3		Nebraska	Nebraska	41.942	-96.294	2025-07-02	obsr4340507	S394181098	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000449	Baltimore Oriole	Icterus galbula	4		Michigan	Michigan	46.819	-83.655	2025-07-27	obsr9474614	S526213526	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000450	Baltimore Oriole	Icterus galbula	1		Saskatchewan	Saskatchewan	50.336	-93.491	2025-07-04	obsr5059047	S499933139	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000451	Baltimore Oriole	Icterus galbula	4		Michigan	Michigan	42.437	-83.229	2025-07-20	obsr3979359	S609578849	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000452	Baltimore Oriole	Icterus galbula	3		Arkansas	Arkansas	31.962	-89.673	2025-07-18	obsr6775539	S275571407	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000453	Baltimore Oriole	Icterus galbula	1		New York	New York	44.145	-72.226	2025-07-24	obsr5782670	S129474736	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000454	Baltimore Oriole	Icterus galbula	2		Saskatchewan	Saskatchewan	53.173	-94.187	2025-07-02	obsr4595669	S337673911	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000455	Baltimore Oriole	Icterus galbula	2		Arkansas	Arkansas	32.526	-88.109	2025-07-08	obsr5514473	S799636574	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000456	Baltimore Oriole	Icterus galbula	1		Arkansas	Arkansas	32.916	-89.499	2025-07-17	obsr1149283	S609057994	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000457	Baltimore Oriole	Icterus galbula	2		New York	New York	41.13	-68.395	2025-07-21	obsr1141997	S340271240	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000458	Baltimore Oriole	Icterus galbula	3		Michigan	Michigan	41.237	-92.382	2025-07-20	obsr5620085	S555059083	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000459	Baltimore Oriole	Icterus galbula	3		Michigan	Michigan	41.618	-87.054	2025-07-28	obsr8700708	S370581558	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000460	Baltimore Oriole	Icterus galbula	3		Arkansas	Arkansas	35.715	-87.947	2025-07-15	obsr9734854	S985097007	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000461	Baltimore Oriole	Icterus galbula	1		Michigan	Michigan	40.412	-87.91	2025-07-13	obsr1123271	S649233665	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000462	Baltimore Oriole	Icterus galbula	3		Virginia	Virginia	39.349	-79.334	2025-07-27	obsr5742531	S420486085	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000463	Baltimore Oriole	Icterus galbula	4		Michigan	Michigan	43.597	-85.247	2025-07-04	obsr2071008	S461081823	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000464	Baltimore Oriole	Icterus galbula	3		Michigan	Michigan	43.015	-84.531	2025-07-21	obsr5645358	S380404354	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000465	Baltimore Oriole	Icterus galbula	3		Saskatchewan	Saskatchewan	50.248	-91.903	2025-07-23	obsr4160157	S260985353	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000466	Baltimore Oriole	Icterus galbula	2		Nebraska	Nebraska	42.627	-100.273	2025-07-25	obsr1952520	S964823687	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000467	Baltimore Oriole	Icterus galbula	3		Michigan	Michigan	43.481	-91.953	2025-07-13	obsr3347627	S874471936	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000468	Baltimore Oriole	Icterus galbula	4		New York	New York	42.175	-73.458	2025-07-21	obsr5959422	S378556835	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000469	Baltimore Oriole	Icterus galbula	4		Michigan	Michigan	41.708	-85.817	2025-07-13	obsr1592554	S726016935	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000470	Baltimore Oriole	Icterus galbula	2		Nebraska	Nebraska	40.78	-97.063	2025-07-19	obsr6757387	S880126986	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000471	Baltimore Oriole	Icterus galbula	4		Michigan	Michigan	45.145	-89.877	2025-07-08	obsr7014583	S644725181	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000472	Baltimore Oriole	Icterus galbula	2		New York	New York	42.604	-72.291	2025-07-28	obsr4038955	S415448230	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000473	Baltimore Oriole	Icterus galbula	2		New York	New York	41.872	-74.735	2025-07-16	obsr5339457	S878663220	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000474	Baltimore Oriole	Icterus galbula	2		Michigan	Michigan	42.602	-85.596	2025-07-25	obsr6630978	S802693852	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000475	Baltimore Oriole	Icterus galbula	3		Virginia	Virginia	39.521	-77.542	2025-07-08	obsr4746820	S899089320	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000476	Baltimore Oriole	Icterus galbula	3		Michigan	Michigan	45.695	-85.577	2025-07-14	obsr7235796	S379773344	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000477	Baltimore Oriole	Icterus galbula	4		Saskatchewan	Saskatchewan	49.539	-97.246	2025-07-10	obsr2976045	S605234798	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000478	Baltimore Oriole	Icterus galbula	1		Nebraska	Nebraska	41.596	-97.938	2025-07-28	obsr8922531	S308889819	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000479	Baltimore Oriole	Icterus galbula	4		New York	New York	42.268	-72.382	2025-07-04	obsr9889215	S420357050	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000480	Baltimore Oriole	Icterus galbula	2		Nebraska	Nebraska	41.688	-99.876	2025-07-02	obsr3304606	S315066828	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000481	Baltimore Oriole	Icterus galbula	4		New York	New York	42.41	-74.079	2025-07-14	obsr3402902	S439714150	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000482	Baltimore Oriole	Icterus galbula	1		Michigan	Michigan	44.369	-86.009	2025-07-06	obsr9180249	S457158145	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000483	Baltimore Oriole	Icterus galbula	3		Michigan	Michigan	41.661	-85.807	2025-07-06	obsr1973306	S105061082	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000484	Baltimore Oriole	Icterus galbula	2		Nebraska	Nebraska	41.189	-101.669	2025-07-09	obsr3828735	S718774770	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000485	Baltimore Oriole	Icterus galbula	1		Michigan	Michigan	42.672	-88.537	2025-07-16	obsr3171071	S759792599	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000486	Baltimore Oriole	Icterus galbula	4		Virginia	Virginia	40.073	-79.333	2025-07-21	obsr7767819	S560662565	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000487	Baltimore Oriole	Icterus galbula	1		Michigan	Michigan	43.292	-88.748	2025-07-13	obsr1632925	S673144707	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000488	Baltimore Oriole	Icterus galbula	3		Michigan	Michigan	44.183	-83.133	2025-07-24	obsr1236174	S445973716	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000489	Baltimore Oriole	Icterus galbula	1		New York	New York	43.706	-71.424	2025-07-07	obsr1069186	S772899961	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000490	Baltimore Oriole	Icterus galbula	4		Illinois	Illinois	38.385	-88.798	2025-08-06	obsr3356346	S982442542	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000491	Baltimore Oriole	Icterus galbula	4		Illinois	Illinois	41.67	-90.479	2025-08-24	obsr2794516	S373041065	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000492	Baltimore Oriole	Icterus galbula	2		Illinois	Illinois	38.589	-87.058	2025-08-07	obsr3025778	S521869399	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000493	Baltimore Oriole	Icterus galbula	2		Illinois	Illinois	37.499	-88.468	2025-08-15	obsr6669584	S215712585	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000494	Baltimore Oriole	Icterus galbula	1		Illinois	Illinois	36.013	-81.738	2025-08-02	obsr8558212	S591116494	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000495	Baltimore Oriole	Icterus galbula	2		Illinois	Illinois	38.973	-86.08	2025-08-19	obsr9368955	S104657489	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000496	Baltimore Oriole	Icterus galbula	1		Illinois	Illinois	38.656	-82.701	2025-08-24	obsr8261353	S728268579	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000497	Baltimore Oriole	Icterus galbula	2		Arkansas	Arkansas	35.994	-89.455	2025-08-17	obsr3913368	S884362665	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000498	Baltimore Oriole	Icterus galbula	4		Illinois	Illinois	37.51	-88.333	2025-08-04	obsr6399642	S641284117	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000499	Baltimore Oriole	Icterus galbula	2		Illinois	Illinois	42.021	-90.424	2025-08-14	obsr5590177	S527209652	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000500	Baltimore Oriole	Icterus galbula	4		Illinois	Illinois	38.991	-86.628	2025-08-10	obsr3237608	S248369653	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000501	Baltimore Oriole	Icterus galbula	3		Arkansas	Arkansas	34.824	-82.284	2025-08-20	obsr6266549	S864369269	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000502	Baltimore Oriole	Icterus galbula	2		Texas	Texas	28.754	-95.227	2025-08-18	obsr4370359	S325177291	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000503	Baltimore Oriole	Icterus galbula	3		Texas	Texas	29.733	-96.695	2025-08-23	obsr6793064	S821955780	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000504	Baltimore Oriole	Icterus galbula	2		Arkansas	Arkansas	33.173	-91.423	2025-08-23	obsr9453929	S682495784	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000505	Baltimore Oriole	Icterus galbula	3		Texas	Texas	28.073	-96.157	2025-08-21	obsr2936178	S916875967	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000506	Baltimore Oriole	Icterus galbula	4		Texas	Texas	27.985	-95.829	2025-08-18	obsr8004117	S823963430	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000507	Baltimore Oriole	Icterus galbula	3		Arkansas	Arkansas	35.682	-86.933	2025-08-27	obsr8086467	S967910655	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000508	Baltimore Oriole	Icterus galbula	1		Illinois	Illinois	39.08	-88.244	2025-08-17	obsr1423996	S508956386	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000509	Baltimore Oriole	Icterus galbula	1		Illinois	Illinois	40.773	-86.693	2025-08-02	obsr4353806	S386665729	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000510	Baltimore Oriole	Icterus galbula	3		Illinois	Illinois	42.274	-88.248	2025-08-10	obsr3456660	S166607238	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000511	Baltimore Oriole	Icterus galbula	3		Illinois	Illinois	38.498	-88.603	2025-08-26	obsr4422567	S909165341	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000512	Baltimore Oriole	Icterus galbula	3		Illinois	Illinois	40.029	-89.705	2025-08-02	obsr8593275	S210037068	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000513	Baltimore Oriole	Icterus galbula	2		Texas	Texas	29.097	-95.072	2025-08-28	obsr7524435	S355116198	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000514	Baltimore Oriole	Icterus galbula	3		Texas	Texas	27.427	-91.834	2025-08-26	obsr1788191	S509721231	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000515	Baltimore Oriole	Icterus galbula	3		Texas	Texas	29.525	-94.485	2025-08-14	obsr1902651	S113921319	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000516	Baltimore Oriole	Icterus galbula	2		Arkansas	Arkansas	32.145	-90.191	2025-08-09	obsr8433377	S991187981	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000517	Baltimore Oriole	Icterus galbula	3		Illinois	Illinois	45.573	-87.116	2025-08-21	obsr4296204	S933381221	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000518	Baltimore Oriole	Icterus galbula	3		Illinois	Illinois	40.191	-89.118	2025-08-07	obsr8529864	S290509600	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000519	Baltimore Oriole	Icterus galbula	2		Illinois	Illinois	40.381	-85.992	2025-08-03	obsr3915798	S889285590	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000520	Baltimore Oriole	Icterus galbula	4		Texas	Texas	31.269	-96.258	2025-08-04	obsr1681729	S560106760	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000521	Baltimore Oriole	Icterus galbula	3		Illinois	Illinois	39.426	-87.961	2025-08-18	obsr3182154	S272796036	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000522	Baltimore Oriole	Icterus galbula	3		Texas	Texas	28.215	-95.633	2025-08-28	obsr1094709	S454939091	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000523	Baltimore Oriole	Icterus galbula	2		Arkansas	Arkansas	33.997	-93.223	2025-08-23	obsr1670091	S265037749	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000524	Baltimore Oriole	Icterus galbula	1		Texas	Texas	30.519	-91.935	2025-08-20	obsr6052539	S626725060	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000525	Baltimore Oriole	Icterus galbula	3		Illinois	Illinois	42.803	-93.197	2025-08-18	obsr2222736	S941847352	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000526	Baltimore Oriole	Icterus galbula	2		Illinois	Illinois	42.406	-91.672	2025-08-11	obsr4084811	S658996745	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000527	Baltimore Oriole	Icterus galbula	2		Texas	Texas	26.845	-97.12	2025-08-26	obsr7978168	S683127878	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000528	Baltimore Oriole	Icterus galbula	1		Illinois	Illinois	39.385	-88.288	2025-08-13	obsr6862008	S337509631	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000529	Baltimore Oriole	Icterus galbula	3		Texas	Texas	30.31	-93.882	2025-08-22	obsr6554374	S487403718	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000530	Baltimore Oriole	Icterus galbula	4		Arkansas	Arkansas	30.327	-88.785	2025-08-07	obsr1147701	S223181755	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000531	Baltimore Oriole	Icterus galbula	4		Illinois	Illinois	41.212	-89.715	2025-08-12	obsr5032368	S789626099	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000532	Baltimore Oriole	Icterus galbula	2		Illinois	Illinois	36.719	-89.911	2025-08-20	obsr1669029	S832883943	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000533	Baltimore Oriole	Icterus galbula	1		Texas	Texas	31.47	-91.933	2025-08-13	obsr7473923	S375512010	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000534	Baltimore Oriole	Icterus galbula	3		Illinois	Illinois	40.304	-88.651	2025-08-24	obsr1414493	S654982592	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000535	Baltimore Oriole	Icterus galbula	4		Illinois	Illinois	42.693	-89.533	2025-08-17	obsr9167227	S147085363	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000536	Baltimore Oriole	Icterus galbula	2		Texas	Texas	27.045	-94.712	2025-08-21	obsr6373956	S651790232	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000537	Baltimore Oriole	Icterus galbula	2		Arkansas	Arkansas	32.614	-86.314	2025-08-04	obsr9945709	S107871158	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000538	Baltimore Oriole	Icterus galbula	2		Illinois	Illinois	39.579	-91.842	2025-08-03	obsr4576485	S835948208	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000539	Baltimore Oriole	Icterus galbula	1		Illinois	Illinois	38.795	-88.996	2025-08-27	obsr4449052	S677409188	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000540	Baltimore Oriole	Icterus galbula	4		Illinois	Illinois	38.346	-89.101	2025-08-24	obsr2209981	S901967913	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000541	Baltimore Oriole	Icterus galbula	1		Texas	Texas	27.404	-100.542	2025-08-05	obsr8704520	S869731458	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000542	Baltimore Oriole	Icterus galbula	1		Illinois	Illinois	39.141	-88.907	2025-08-02	obsr2228898	S158269903	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000543	Baltimore Oriole	Icterus galbula	3		Texas	Texas	26.572	-92.59	2025-08-26	obsr2181822	S717361056	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000544	Baltimore Oriole	Icterus galbula	4		Illinois	Illinois	40.073	-89.854	2025-08-09	obsr7510106	S584392493	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000545	Baltimore Oriole	Icterus galbula	4		Texas	Texas	29.331	-93.651	2025-08-13	obsr6308382	S118136542	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000546	Baltimore Oriole	Icterus galbula	1		Arkansas	Arkansas	33.784	-91.502	2025-08-22	obsr9973031	S106333920	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000547	Baltimore Oriole	Icterus galbula	1		Arkansas	Arkansas	31.061	-89.137	2025-08-24	obsr1763646	S852566344	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000548	Baltimore Oriole	Icterus galbula	1		Texas	Texas	29.246	-95.95	2025-08-12	obsr5862651	S944918740	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000549	Baltimore Oriole	Icterus galbula	1		Arkansas	Arkansas	32.283	-90.664	2025-08-10	obsr5723078	S921706952	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000550	Baltimore Oriole	Icterus galbula	4		Arkansas	Arkansas	32.988	-90.043	2025-08-13	obsr1517059	S608940398	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000551	Baltimore Oriole	Icterus galbula	2		Illinois	Illinois	38.414	-90.755	2025-08-18	obsr3288101	S901820909	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000552	Baltimore Oriole	Icterus galbula	3		Illinois	Illinois	39.933	-89.7	2025-08-26	obsr3417186	S420035728	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000553	Baltimore Oriole	Icterus galbula	3		Texas	Texas	28.563	-93.191	2025-08-26	obsr1187069	S694342064	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000554	Baltimore Oriole	Icterus galbula	1		Illinois	Illinois	42.034	-87.534	2025-08-05	obsr1700837	S105400747	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000555	Baltimore Oriole	Icterus galbula	4		Arkansas	Arkansas	31.549	-92.066	2025-08-20	obsr2428191	S427159637	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000556	Baltimore Oriole	Icterus galbula	3		Texas	Texas	28.279	-95.209	2025-08-24	obsr4552356	S543084388	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000557	Baltimore Oriole	Icterus galbula	2		Texas	Texas	30.349	-94.677	2025-08-28	obsr3700366	S297560682	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000558	Baltimore Oriole	Icterus galbula	3		Texas	Texas	28.724	-93.379	2025-08-20	obsr4260252	S223075021	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000559	Baltimore Oriole	Icterus galbula	1		Arkansas	Arkansas	32.452	-90.227	2025-08-22	obsr8738745	S792213989	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000560	Baltimore Oriole	Icterus galbula	2		Texas	Texas	25.996	-96.718	2025-09-13	obsr6299951	S538994061	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000561	Baltimore Oriole	Icterus galbula	2		Texas	Texas	25.21	-100.303	2025-09-04	obsr8148295	S799624335	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000562	Baltimore Oriole	Icterus galbula	3		Mexico	Mexico	17.793	-95.867	2025-09-09	obsr9994347	S554795749	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000563	Baltimore Oriole	Icterus galbula	3		Texas	Texas	27.418	-94.813	2025-09-12	obsr7668174	S910644910	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000564	Baltimore Oriole	Icterus galbula	4		Mexico	Mexico	21.425	-96.734	2025-09-14	obsr3998417	S497513146	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000565	Baltimore Oriole	Icterus galbula	4		Guatemala	Guatemala	17.587	-87.511	2025-09-18	obsr5257682	S429266242	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000566	Baltimore Oriole	Icterus galbula	4		Guatemala	Guatemala	15.766	-87.825	2025-09-12	obsr3316405	S807899575	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000567	Baltimore Oriole	Icterus galbula	2		Texas	Texas	24.692	-95.299	2025-09-24	obsr8492618	S940857164	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000568	Baltimore Oriole	Icterus galbula	1		Mexico	Mexico	20.745	-95.394	2025-09-06	obsr4598010	S645829727	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000569	Baltimore Oriole	Icterus galbula	3		Guatemala	Guatemala	17.495	-90.121	2025-09-26	obsr1873301	S272591127	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000570	Baltimore Oriole	Icterus galbula	1		Mexico	Mexico	16.86	-94.552	2025-09-21	obsr2528212	S983963824	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000571	Baltimore Oriole	Icterus galbula	4		Texas	Texas	26.508	-96.505	2025-09-16	obsr2478755	S168805869	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000572	Baltimore Oriole	Icterus galbula	3		Texas	Texas	24.197	-94.053	2025-09-08	obsr2342843	S753939761	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000573	Baltimore Oriole	Icterus galbula	4		Texas	Texas	24.906	-96.29	2025-09-24	obsr7721705	S759240529	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000574	Baltimore Oriole	Icterus galbula	3		Guatemala	Guatemala	14.169	-85.968	2025-09-17	obsr1964069	S930655747	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000575	Baltimore Oriole	Icterus galbula	4		Mexico	Mexico	16.723	-93.739	2025-09-21	obsr8364728	S111500207	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000576	Baltimore Oriole	Icterus galbula	3		Guatemala	Guatemala	16.399	-88.873	2025-09-28	obsr4267304	S136087763	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000577	Baltimore Oriole	Icterus galbula	2		Texas	Texas	25.845	-94.041	2025-09-17	obsr3843451	S823728171	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000578	Baltimore Oriole	Icterus galbula	2		Guatemala	Guatemala	17.204	-87.812	2025-09-12	obsr1004819	S269055029	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000579	Baltimore Oriole	Icterus galbula	4		Georgia	Georgia	32.421	-88.337	2025-09-09	obsr6924499	S819044151	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000580	Baltimore Oriole	Icterus galbula	2		Texas	Texas	26.995	-96.871	2025-09-13	obsr9686281	S116499677	Incidental	1
